model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否存在价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格上限,think_time,问题,备注,标注人,_vehicle_pairs,_gt_category,_gt_mode,_history,_query
Qwen2.5-32B-Instruct,去社区医院预约特快出租车用滴滴,"|序号id|应用名称|车型大类|车辆类型|价格|
|37|高德地图|豪华型|undefined|144-147|",,,"[{""app"": ""无"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,豪华车,豪华型,豪华型,无,,无,False,,False,0,,0,0,,0,1.081956387,直接命中车大类关键字但answer中没有或错误,,顾存虹,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '中交出行'}, {'优享型': '全民GO'}, {'优享型': '妥妥E行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '腾飞出行'}, {'优享型': '风韵出行'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '及时用车'}, {'惠享专车': '阳光出行'}, {'拼车': '出租车拼车'}, {'推荐': '极速拼车'}, {'特价出发': '惊喜特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': '5U出行'}, {'经济型': 'AA出行'}, {'经济型': 'J刻出行'}, {'经济型': '中交出行'}, {'经济型': '中军出行'}, {'经济型': '享道出行'}, {'经济型': '全民GO'}, {'经济型': '北京的士'}, {'经济型': '曹操出行'}, {'经济型': '橄榄新出租'}, {'经济型': '渔阳出行'}, {'经济型': '神州专车'}, {'经济型': '腾飞出行'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",豪华型,无,,国际航班接机，帮我叫一个豪华车
Qwen2.5-32B-Instruct,叫辆豪华型车去萧山国际机场,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|15-17|
|1|高德地图|     |特惠快车|16-18|
|2|高德地图|经济型|旅程出租|16|
|3|高德地图|经济型|腾飞出行|16|
|4|高德地图|经济型|J刻出行|16|
|5|高德地图|经济型|享道出行|17|
|6|高德地图|经济型|及时用车|17|
|7|高德地图|经济型|AA出行|17|
|8|高德地图|经济型|飞嘀打车|17|
|9|高德地图|经济型|深圳出租|17|
|10|高德地图|经济型|斑马快跑|17|
|11|高德地图|经济型|奇华出行|18|
|12|高德地图|经济型|阳光出行|18|
|13|高德地图|经济型|东潮出行|18|
|14|高德地图|经济型|有序出行|18|
|15|高德地图|经济型|渔阳出行|19|
|16|高德地图|经济型|橄榄新出租|19|
|17|高德地图|经济型|365约车|19|
|18|高德地图|经济型|中交出行|20|
|19|高德地图|特快车|超值体验 更快上车|22|
|20|高德地图|出租车|车多应答快|23|
|21|高德地图|优享型|添猫出行|22|
|22|高德地图|优享型|旗妙出行|22|
|23|高德地图|优享型|享道出行|22|
|24|高德地图|优享型|火箭出行|22|
|25|高德地图|优享型|及时用车|22|
|26|高德地图|优享型|飞嘀打车|22|
|27|高德地图|优享型|首汽约车|23|
|28|高德地图|优享型|斑马快跑|24|
|29|高德地图|优享型|T3出行|26|
|30|高德地图|优享型|星徽出行|26|
|31|高德地图|优享型|中交出行|26|
|32|高德地图|轻享专车|静音不打扰 整洁无异味|28|
|33|高德地图|品质专车|静音不打扰 整洁无异味|31|
|34|高德地图|六座商务|宽敞空间 商务体验|34|
|35|高德地图|豪华型|车型高端 服务专业|35|
|36|高德地图|经济|首汽约车|41|
|37|高德地图|拼车|出租车拼车|41|
|38|高德地图|特价出发|更多特价|47|
|39|高德地图|快速出发|无|51|
|40|高德地图|惠享专车|精选车型 优质司机|58|
|41|高德地图|惠享专车|阳光出行|60|
|42|高德地图|推荐|特惠快车|63|
|43|高德地图|推荐|极速拼车|65|
|44|高德地图|豪华型|undefined|56-60|",,,"[{""app"": ""无"", ""category"": ""豪华型车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,豪华型车,豪华型,豪华型,无,,无,False,,False,0,,0,0,,0,1.123425245,直接命中车大类关键字但answer中没有或错误,,顾存虹,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'T3出行'}, {'优享型': '中交出行'}, {'优享型': '享道出行'}, {'优享型': '及时用车'}, {'优享型': '斑马快跑'}, {'优享型': '旗妙出行'}, {'优享型': '星徽出行'}, {'优享型': '添猫出行'}, {'优享型': '火箭出行'}, {'优享型': '飞嘀打车'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '精选车型 优质司机'}, {'惠享专车': '阳光出行'}, {'拼车': '出租车拼车'}, {'推荐': '极速拼车'}, {'推荐': '特惠快车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': 'AA出行'}, {'经济型': 'J刻出行'}, {'经济型': '东潮出行'}, {'经济型': '中交出行'}, {'经济型': '享道出行'}, {'经济型': '及时用车'}, {'经济型': '奇华出行'}, {'经济型': '斑马快跑'}, {'经济型': '旅程出租'}, {'经济型': '有序出行'}, {'经济型': '橄榄新出租'}, {'经济型': '深圳出租'}, {'经济型': '渔阳出行'}, {'经济型': '腾飞出行'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",豪华型,无,,叫辆豪华型车去萧山国际机场
Qwen2.5-32B-Instruct,帮我叫个豪华型车，去高铁站接人,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|13-14|
|1|高德地图|     |特惠快车|16-17|
|2|高德地图|经济型|添猫出行|16|
|3|高德地图|经济型|旅程出租|16|
|4|高德地图|经济型|J刻出行|16|
|5|高德地图|经济型|腾飞出行|17|
|6|高德地图|经济型|及时用车|17|
|7|高德地图|经济型|北京新出租|17|
|8|高德地图|经济型|深圳出租|17|
|9|高德地图|经济型|方舟行|18|
|10|高德地图|经济型|阳光出行|18|
|11|高德地图|经济型|斑马快跑|18|
|12|高德地图|经济型|东潮出行|18|
|13|高德地图|经济型|T3出行|19|
|14|高德地图|经济型|橄榄新出租|19|
|15|高德地图|经济型|星徽出行|20|
|16|高德地图|经济型|365约车|20|
|17|高德地图|经济型|中交出行|20|
|18|高德地图|特快车|超值体验 更快上车|19|
|19|高德地图|出租车|车多应答快|23|
|20|高德地图|优享型|添猫出行|22|
|21|高德地图|优享型|全民GO|22|
|22|高德地图|优享型|妥妥E行|23|
|23|高德地图|优享型|及时用车|23|
|24|高德地图|优享型|风韵出行|23|
|25|高德地图|优享型|火箭出行|24|
|26|高德地图|优享型|曹操出行|25|
|27|高德地图|优享型|飞嘀打车|25|
|28|高德地图|优享型|环旅出行|25|
|29|高德地图|优享型|首汽约车|25|
|30|高德地图|优享型|斑马快跑|25|
|31|高德地图|优享型|神州专车|26|
|32|高德地图|优享型|星徽出行|26|
|33|高德地图|轻享专车|静音不打扰 整洁无异味|26|
|34|高德地图|品质专车|静音不打扰 整洁无异味|30|
|35|高德地图|六座商务|宽敞空间 商务体验|33|
|36|高德地图|豪华型|车型高端 服务专业|37|
|37|高德地图|经济|首汽约车|38|
|38|高德地图|拼车|特惠快车|43|
|39|高德地图|特价出发|惊喜特价|47|
|40|高德地图|特价出发|更多特价|48|
|41|高德地图|快速出发|无|54|
|42|高德地图|惠享专车|神州专车|58|
|43|高德地图|惠享专车|T3出行|60|
|44|高德地图|推荐|极速拼车|66|
|45|高德地图|豪华型|undefined|55-56|",,,"[{""app"": ""无"", ""category"": ""豪华型车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,豪华型车,豪华型,豪华型,无,,无,False,,False,0,,0,0,,0,1.129008293,直接命中车大类关键字但answer中没有或错误,,顾存虹,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '全民GO'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '斑马快跑'}, {'优享型': '星徽出行'}, {'优享型': '曹操出行'}, {'优享型': '添猫出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': 'T3出行'}, {'惠享专车': '神州专车'}, {'拼车': '特惠快车'}, {'推荐': '极速拼车'}, {'特价出发': '惊喜特价'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': 'J刻出行'}, {'经济型': 'T3出行'}, {'经济型': '东潮出行'}, {'经济型': '中交出行'}, {'经济型': '北京新出租'}, {'经济型': '及时用车'}, {'经济型': '斑马快跑'}, {'经济型': '方舟行'}, {'经济型': '旅程出租'}, {'经济型': '星徽出行'}, {'经济型': '橄榄新出租'}, {'经济型': '深圳出租'}, {'经济型': '添猫出行'}, {'经济型': '腾飞出行'}, {'经济型': '阳光出行'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",豪华型,无,,帮我叫个豪华型车，去高铁站接人
Qwen2.5-32B-Instruct,需要到丽江古城，帮叫辆特价车,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|14.09|
|1|滴滴|推荐|特惠快车|17.49|
|2|滴滴|推荐|滴滴快车|18.39|
|3|滴滴|推荐|特快出租车|18.65|
|4|滴滴|拼车|特价拼车|12.39-14.02|
|5|滴滴|拼车|极速拼车|12.67-14.38|
|6|滴滴|特价|花小猪外接版|16.20|
|7|滴滴|特价|惊喜特价|16.88|
|8|滴滴|快速|曹操出行|23.81|
|9|滴滴|快速|出租车|25.27|
|10|滴滴|快速|滴滴轻享|25.38|
|11|滴滴|快速|滴滴特快|25.73|
|12|滴滴|快速|滴滴优享|26.66|
|13|滴滴|快速|滴滴快车|26.83|
|14|滴滴|快速|宽敞好车|27.72|
|15|滴滴|快速|方舟行|28.51|
|16|滴滴|快速|长沙新出租|28.85|
|17|滴滴|舒适|滴滴专车|34.69|
|18|滴滴|六座|六座专车|44.93|
|19|滴滴|六座|六座豪华车|47.50|",,,"[{""app"": ""无"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,特价车,特价,特价,无,"特惠快车,特价拼车","特惠快车,特价拼车",False,,False,0,,0,0,,0,1.068795681,直接命中车大类关键字但answer中没有或错误,,顾存虹,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",特价,"特惠快车,特价拼车",,需要到丽江古城，帮叫辆特价车
Qwen2.5-32B-Instruct,我要去婺源篁岭，叫个特价车，价格不超过88元,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|27.88|
|1|滴滴|推荐|特惠快车|29.78|
|2|滴滴|推荐|滴滴快车|30.31|
|3|滴滴|拼车|特价拼车|27.50-29.40|
|4|滴滴|拼车|极速拼车|24.91-26.09|
|5|滴滴|拼车|滴滴小巴|25.21-26.61|
|6|滴滴|特价|花小猪外接版|34.98|
|7|滴滴|特价|惊喜特价|36.29|
|8|滴滴|快速|曹操出行|44.74|
|9|滴滴|快速|出租车|44.92|
|10|滴滴|快速|滴滴轻享|45.72|
|11|滴滴|快速|滴滴特快|46.28|
|12|滴滴|快速|滴滴优享|46.59|
|13|滴滴|快速|滴滴快车|46.67|
|14|滴滴|快速|宽敞好车|46.85|
|15|滴滴|快速|方舟行|48.97|
|16|滴滴|舒适|滴滴专车|64.22|
|17|滴滴|舒适|滴滴豪华车|68.96|
|18|滴滴|六座|六座专车|92.06|
|19|滴滴|六座|六座豪华车|95.05|",,,"[{""app"": ""无"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 88, ""fast"": False}]",无,,无,特价车,特价,特价,无,"特惠快车,特价拼车","特惠快车,特价拼车",True,,True,0,,0,88,,88,1.099718571,直接命中车大类关键字但answer中没有或错误,,顾存虹,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '滴滴小巴'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",特价,"特惠快车,特价拼车",,我要去婺源篁岭，叫个特价车，价格不超过88元
Qwen2.5-32B-Instruct,准备去敦煌月牙泉，仅限特价车,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|17.53|
|1|滴滴|推荐|特惠快车|19.50|
|2|滴滴|推荐|滴滴快车|20.39|
|3|滴滴|推荐|特快出租车|21.08|
|4|滴滴|拼车|特价拼车|24.72-25.90|
|5|滴滴|特价|花小猪外接版|26.33|
|6|滴滴|特价|惊喜特价|27.17|
|7|滴滴|快速|曹操出行|36.38|
|8|滴滴|快速|出租车|36.68|
|9|滴滴|快速|滴滴轻享|37.19|
|10|滴滴|快速|滴滴特快|37.81|
|11|滴滴|快速|滴滴优享|38.03|
|12|滴滴|快速|滴滴快车|38.15|
|13|滴滴|快速|宽敞好车|38.72|
|14|滴滴|快速|方舟行|39.92|
|15|滴滴|舒适|滴滴专车|55.64|
|16|滴滴|舒适|滴滴豪华车|55.90|
|17|滴滴|六座|六座专车|82.43|",,,"[{""app"": ""无"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,特价车,特价,特价,无,"特惠快车,特价拼车","特惠快车,特价拼车",False,,False,0,,0,0,,0,1.059039831,直接命中车大类关键字但answer中没有或错误,,顾存虹,"[{'六座': '六座专车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",特价,"特惠快车,特价拼车",,准备去敦煌月牙泉，仅限特价车
Qwen2.5-32B-Instruct,到舟山普陀山，帮我叫一辆特价车，预算75以内,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|15.49|
|1|滴滴|推荐|特惠快车|16.95|
|2|滴滴|推荐|滴滴快车|17.38|
|3|滴滴|推荐|特快出租车|18.34|
|4|滴滴|拼车|特价拼车|14.68-16.10|
|5|滴滴|拼车|极速拼车|18.11-19.48|
|6|滴滴|拼车|滴滴小巴|14.45-15.65|
|7|滴滴|特价|花小猪外接版|18.24|
|8|滴滴|特价|惊喜特价|21.08|
|9|滴滴|快速|曹操出行|28.26|
|10|滴滴|快速|出租车|28.58|
|11|滴滴|快速|滴滴轻享|29.56|
|12|滴滴|快速|滴滴特快|29.75|
|13|滴滴|快速|滴滴优享|31.05|
|14|滴滴|快速|滴滴快车|31.18|
|15|滴滴|快速|宽敞好车|31.19|
|16|滴滴|快速|方舟行|32.62|
|17|滴滴|快速|长沙新出租|32.69|
|18|滴滴|快速|武汉新出租|33.53|
|19|滴滴|舒适|滴滴专车|35.12|
|20|滴滴|六座|六座专车|65.07|
|21|滴滴|六座|六座豪华车|65.34|",,,"[{""app"": ""无"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 75, ""fast"": False}]",无,,无,特价车,特价,特价,无,"特惠快车,特价拼车","特惠快车,特价拼车",True,,True,0,,0,75,,75,1.071693897,直接命中车大类关键字但answer中没有或错误,,顾存虹,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '滴滴小巴'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",特价,"特惠快车,特价拼车",,到舟山普陀山，帮我叫一辆特价车，预算75以内
