车列表名称,车列表参数,车型理解,车列表,sysSessionId,模型1返回结果,input,output,output标准答案,模型2返回结果,模型2标准答案,模型1三大项标注,模型1最快打车意图标注,app字段准确性,category，mode车型字段准确性,"price，price_min, price_max价格字段准确性",fast最快打车意图字段准确性,模型2准确率,模型2召回率,
,,麻烦来一辆聚优出租车型的车，从石河子机场到军垦博物馆,高德车列表,sessionId20250624lhx1179,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n麻烦来一辆聚优出租车型的车，从石河子机场到军垦博物馆\n\n"",""exts"":""{\""userHistoryInputContent\"":\""麻烦来一辆聚优出租车型的车，从石河子机场到军垦博物馆\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚优出租"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚优出租"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['15', '66', '74', '110', '116']","['15','66','116']",1,1,1,1,1,1,0,1,
,,塔城机场到巴克图口岸，要求使用经济分类的车，现在就要走！,高德车列表,sessionId20250624lhx1180,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n塔城机场到巴克图口岸，要求使用经济分类的车，现在就要走！\n\n"",""exts"":""{\""userHistoryInputContent\"":\""塔城机场到巴克图口岸，要求使用经济分类的车，现在就要走！\""}""}]","```json
[{""app"": ""无"", ""category"": ""经济"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","```json
[{""app"": ""无"", ""category"": ""经济"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","['3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '72', '74', '111']","['3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','48','49','50','51','52','53','54','55','56','57','58','59','60','61','62','63','64','65','66','67','68','69','72','74','111']",1,1,1,1,1,1,1,1,
,,使用特快车类目的车，从博乐机场到赛里木湖,高德车列表,sessionId20250624lhx1181,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n使用特快车类目的车，从博乐机场到赛里木湖\n\n"",""exts"":""{\""userHistoryInputContent\"":\""使用特快车类目的车，从博乐机场到赛里木湖\""}""}]","```json
[{""app"": ""无"", ""category"": ""特快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['25'],['25'],1,1,1,1,1,1,1,1,
,,和田机场到夜市，使用阳光出行车型的车，,高德车列表,sessionId20250624lhx1182,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n和田机场到夜市，使用阳光出行车型的车，\n\n"",""exts"":""{\""userHistoryInputContent\"":\""和田机场到夜市，使用阳光出行车型的车，\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""阳光出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""阳光出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['16', '28', '61', '97']","['16','28','61','97']",1,1,1,1,1,1,1,1,
,,帮我打一辆神州专车车型的车，喀什机场到艾提尕尔,高德车列表,sessionId20250624lhx1183,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我打一辆神州专车车型的车，喀什机场到艾提尕尔\n\n"",""exts"":""{\""userHistoryInputContent\"":\""帮我打一辆神州专车车型的车，喀什机场到艾提尕尔\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""神州专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""神州专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['11', '36', '54', '82', '88', '99']","['11','36','54','82','88','99']",1,1,1,1,1,1,1,1,
,,阿克苏机场到天山峡谷，打环旅出行车型的车！,高德车列表,sessionId20250624lhx1184,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n阿克苏机场到天山峡谷，打环旅出行车型的车！\n\n"",""exts"":""{\""userHistoryInputContent\"":\""阿克苏机场到天山峡谷，打环旅出行车型的车！\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""环旅出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""环旅出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['10', '37', '57', '81', '103']","['10','37','57','81','103']",1,1,1,1,1,1,1,1,
,,使用品质专车类目有车，从克州机场到慕士塔格峰,高德车列表,sessionId20250624lhx1185,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n使用品质专车类目有车，从克州机场到慕士塔格峰\n\n"",""exts"":""{\""userHistoryInputContent\"":\""使用品质专车类目有车，从克州机场到慕士塔格峰\""}""}]","```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['41', '71', '76', '77', '78', '79', '80', '81', '82', '113', '114']","['41','71','76','77','78','79','80','81','82','113','118']",1,1,1,1,1,1,0,0.91,
,,从巴音布鲁克机场到草原，用旅程专车车型的车,高德车列表,sessionId20250624lhx1186,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n从巴音布鲁克机场到草原，用旅程专车车型的车\n\n"",""exts"":""{\""userHistoryInputContent\"":\""从巴音布鲁克机场到草原，用旅程专车车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""旅程专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""旅程专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['73'],['73'],1,1,1,1,1,1,1,1,
,,使用经济型分类的车，从昌吉机场到天山天池,高德车列表,sessionId20250624lhx1187,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n使用经济型分类的车，从昌吉机场到天山天池\n\n"",""exts"":""{\""userHistoryInputContent\"":\""使用经济型分类的车，从昌吉机场到天山天池\""}""}]","```json
[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '72', '74', '111']","['3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','48','49','50','51','52','53','54','55','56','57','58','59','60','61','62','63','64','65','66','67','68','69','72','74','111']",1,1,1,1,1,1,1,1,
,,哈密市到鸣沙山，来一辆“鞍马聚的新出租”现在走！,高德车列表,sessionId20250624lhx1188,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n哈密市到鸣沙山，来一辆“鞍马聚的新出租”现在走！\n\n"",""exts"":""{\""userHistoryInputContent\"":\""哈密市到鸣沙山，来一辆“鞍马聚的新出租”现在走！\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马聚的新出租"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","```json
[{""app"": ""无"", ""category"": ""新出租"", ""mode"": ""鞍马聚"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","['24', '69']","['24','69','75','85']",1,1,1,1,1,1,1,0.5,
,,阿图什到奥依塔克冰川，要使用优享型类目的车,高德车列表,sessionId20250624lhx1189,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n阿图什到奥依塔克冰川，要使用优享型类目的车\n\n"",""exts"":""{\""userHistoryInputContent\"":\""阿图什到奥依塔克冰川，要使用优享型类目的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""优享型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""优享型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '70', '73', '112']","['27','28','29','30','31','32','33','34','35','36','37','38','39','40','70','73','112']",1,1,1,1,1,1,1,1,
,,和田市到核桃王公园，需要用有滴出行车型的车立刻出发！,高德车列表,sessionId20250624lhx1190,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n和田市到核桃王公园，需要用有滴出行车型的车立刻出发！\n\n"",""exts"":""{\""userHistoryInputContent\"":\""和田市到核桃王公园，需要用有滴出行车型的车立刻出发！\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""有滴出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","```json
[{""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""有滴出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","['20', '34', '65']","['20','34','65','102']",1,1,0,1,1,1,1,0.75,
,,帮我叫一辆妥妥E行车型的车，喀什市到香妃园,高德车列表,sessionId20250624lhx1191,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我叫一辆妥妥E行车型的车，喀什市到香妃园\n\n"",""exts"":""{\""userHistoryInputContent\"":\""帮我叫一辆妥妥E行车型的车，喀什市到香妃园\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""妥妥E行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""妥妥E行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['55', '109', '111']","['55','109','111']",1,1,1,1,1,1,1,1,
,,阿克苏市到多浪河，打一辆特惠快车，水文浮标卡住船要强行牵引,高德车列表,sessionId20250624lhx1192,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n阿克苏市到多浪河，打一辆特惠快车，水文浮标卡住船要强行牵引\n\n"",""exts"":""{\""userHistoryInputContent\"":\""阿克苏市到多浪河，打一辆特惠快车，水文浮标卡住船要强行牵引\""}""}]","```json
[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '89', '90', '91', '92', '93', '94', '95', '96', '97', '98', '99', '100', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '115', '116', '117']","['2','25','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.96,
,,库车市到千佛洞，用腾飞出行车型的车,高德车列表,sessionId20250624lhx1193,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n库车市到千佛洞，用腾飞出行车型的车\n\n"",""exts"":""{\""userHistoryInputContent\"":\""库车市到千佛洞，用腾飞出行车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['7', '33', '52', '80', '87', '96']","['7','23','33','52','80','87','96']",1,1,1,1,1,1,1,0.86,
,,从阿拉尔市打车到塔里木河大桥，需要经济分类车型的车,高德车列表,sessionId20250624lhx1194,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n从阿拉尔市打车到塔里木河大桥，需要经济分类车型的车\n\n"",""exts"":""{\""userHistoryInputContent\"":\""从阿拉尔市打车到塔里木河大桥，需要经济分类车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""经济"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""经济"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '72', '74', '111']","['3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','48','49','50','51','52','53','54','55','56','57','58','59','60','61','62','63','64','65','66','67','68','69','72','74','111']",1,1,1,1,1,1,1,1,
,,打一辆聚的新出租车型的车，图木舒克到唐王城,高德车列表,sessionId20250624lhx1195,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n打一辆聚的新出租车型的车，图木舒克到唐王城\n\n"",""exts"":""{\""userHistoryInputContent\"":\""打一辆聚的新出租车型的车，图木舒克到唐王城\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚的新出租车型"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""聚的新出租"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['23', '24', '75', '85', '106', '110']","['24','69','110']",1,1,1,1,1,1,0,0.67,
,,五家渠市到青格达湖，首汽约车车型的车,高德车列表,sessionId20250624lhx1196,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n五家渠市到青格达湖，首汽约车车型的车\n\n"",""exts"":""{\""userHistoryInputContent\"":\""五家渠市到青格达湖，首汽约车车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""首汽约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""首汽约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['17', '30', '62', '79', '84', '89']","['17','30','62','79','84','89']",1,1,1,1,1,1,1,1,
