model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否包含价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格上限,think_time,问题,备注,标注人,_vehicle_pairs,_gt_category,_gt_mode,_history,_query
|22|滴滴|六座|六座快车|49.38|","5,6","拼车|特价拼车,拼车|极速拼车","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,False,,False,0,,0,0,,0,1.075857401,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",拼车,无,,拼个车去鼓浪屿，司机接受携带宠物。
Qwen2.5-32B-Instruct,拼个车去天安门东站。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|8.19|
|1|滴滴|推荐|特惠快车|8.67|
|2|滴滴|推荐|滴滴快车|10.31|
|3|滴滴|推荐|特快出租车|10.76|
|4|滴滴|推荐|滴滴特快|12.54|
|5|滴滴|拼车|特价拼车|7.07-8.44|
|6|滴滴|拼车|极速拼车|9.92-11.22|
|7|滴滴|特价|花小猪外接版|8.14|
|8|滴滴|特价|惊喜特价|8.73|
|9|滴滴|特价|特惠快车|10.61|
|10|滴滴|快速|曹操出行|15.99|
|11|滴滴|快速|出租车|16.03|
|12|滴滴|快速|滴滴轻享|16.39|
|13|滴滴|快速|滴滴特快|16.88|
|14|滴滴|快速|滴滴优享|17.37|
|15|滴滴|快速|滴滴快车|20.33|
|16|滴滴|快速|宽敞好车|21.14|
|17|滴滴|快速|方舟行|21.41|
|18|滴滴|快速|长沙新出租|21.79|
|19|滴滴|快速|武汉新出租|21.83|
|20|滴滴|舒适|滴滴专车|24.68|
|21|滴滴|舒适|滴滴豪华车|25.55|
|22|滴滴|六座|六座专车|37.12|
|23|滴滴|六座|六座豪华车|37.97|","5,6","拼车|特价拼车,拼车|极速拼车","[{""app"": ""无"", ""category"": ""经济车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,经济车型,拼车,拼车,无,,无,False,,False,0,,0,0,,0,1.09308672,直接命中车大类关键字但answer中没有或错误,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",拼车,无,,拼个车去天安门东站。
Qwen2.5-32B-Instruct,拼个车去大华电影院，预算不超18。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|13.02|
|1|滴滴|推荐|特惠快车|14.84|
|2|滴滴|推荐|滴滴快车|15.21|
|3|滴滴|推荐|特快出租车|16.12|
|4|滴滴|推荐|滴滴特快|16.74|
|5|滴滴|推荐|宽敞好车|17.19|
|6|滴滴|拼车|特价拼车|16.75-18.38|
|7|滴滴|拼车|极速拼车|14.15-15.54|
|8|滴滴|特价|花小猪外接版|16.40|
|9|滴滴|特价|惊喜特价|20.57|
|10|滴滴|特价|特惠快车|20.95|
|11|滴滴|快速|曹操出行|21.78|
|12|滴滴|快速|出租车|21.94|
|13|滴滴|快速|滴滴轻享|25.41|
|14|滴滴|快速|滴滴特快|25.45|
|15|滴滴|快速|滴滴优享|26.21|
|16|滴滴|快速|滴滴快车|26.69|
|17|滴滴|快速|宽敞好车|26.71|
|18|滴滴|快速|方舟行|26.71|
|19|滴滴|快速|长沙新出租|27.23|
|20|滴滴|快速|武汉新出租|27.66|
|21|滴滴|舒适|滴滴专车|33.36|
|22|滴滴|六座|六座专车|52.23|
|23|滴滴|六座|六座豪华车|55.97|","6,7","拼车|特价拼车,拼车|极速拼车","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 18, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,0,,0,18,,18,1.115732908,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '宽敞好车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",拼车,无,,拼个车去大华电影院，预算不超18。
Qwen2.5-32B-Instruct,拼个车去机场，44元以内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|19.52|
|1|滴滴|推荐|特惠快车|20.42|
|2|滴滴|推荐|滴滴快车|22.74|
|3|滴滴|推荐|特快出租车|23.66|
|4|滴滴|拼车|特价拼车|16.92-18.18|
|5|滴滴|拼车|极速拼车|20.33-21.57|
|6|滴滴|特价|花小猪外接版|25.54|
|7|滴滴|特价|惊喜特价|28.49|
|8|滴滴|快速|曹操出行|38.57|
|9|滴滴|快速|出租车|38.73|
|10|滴滴|快速|滴滴轻享|39.42|
|11|滴滴|快速|滴滴特快|39.59|
|12|滴滴|快速|滴滴优享|39.65|
|13|滴滴|快速|滴滴快车|39.65|
|14|滴滴|快速|宽敞好车|41.06|
|15|滴滴|快速|方舟行|41.62|
|16|滴滴|快速|长沙新出租|43.76|
|17|滴滴|舒适|滴滴专车|45.15|
|18|滴滴|六座|六座专车|70.35|
|19|滴滴|六座|六座豪华车|70.45|
|20|滴滴|六座|六座快车|72.72|","4,5","拼车|特价拼车,拼车|极速拼车","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 10, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,0,,0,44,,44,1.09431386,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",拼车,无,,拼个车去机场，44元以内。
Qwen2.5-32B-Instruct,拼个车到智慧园，最多50元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|26.83|
|1|滴滴|推荐|特惠快车|27.05|
|2|滴滴|推荐|滴滴快车|30.76|
|3|滴滴|推荐|特快出租车|31.58|
|4|滴滴|拼车|特价拼车|28.64-30.31|
|5|滴滴|拼车|极速拼车|32.40-34.05|
|6|滴滴|特价|花小猪外接版|33.41|
|7|滴滴|快速|曹操出行|49.08|
|8|滴滴|快速|出租车|49.36|
|9|滴滴|快速|滴滴轻享|49.54|
|10|滴滴|快速|滴滴特快|50.77|
|11|滴滴|快速|滴滴优享|50.80|
|12|滴滴|快速|滴滴快车|51.36|
|13|滴滴|快速|宽敞好车|51.83|
|14|滴滴|快速|方舟行|52.34|
|15|滴滴|快速|长沙新出租|53.37|
|16|滴滴|快速|武汉新出租|53.41|
|17|滴滴|快速|丽江新出租|53.54|
|18|滴滴|快速|昆明新出租|54.46|
|19|滴滴|舒适|滴滴专车|62.33|
|20|滴滴|舒适|滴滴豪华车|66.30|
|21|滴滴|六座|六座专车|108.20|
|22|滴滴|六座|六座豪华车|109.58|
|23|滴滴|六座|六座快车|110.75|","4,5","拼车|特价拼车,拼车|极速拼车","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 12, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,0,,0,50,,50,1.092654705,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '丽江新出租'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '昆明新出租'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",拼车,无,,拼个车到智慧园，最多50元。
Qwen2.5-32B-Instruct,拼个车去徐家汇，用滴滴，18块左右。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|8.68|
|1|滴滴|推荐|特惠快车|10.75|
|2|滴滴|推荐|滴滴快车|10.79|
|3|滴滴|推荐|特快出租车|12.68|
|4|滴滴|拼车|特价拼车|12.93-14.09|
|5|滴滴|拼车|极速拼车|13.92-14.93|
|6|滴滴|特价|花小猪外接版|15.18|
|7|滴滴|特价|惊喜特价|15.32|
|8|滴滴|快速|曹操出行|18.61|
|9|滴滴|快速|出租车|18.78|
|10|滴滴|快速|滴滴轻享|19.48|
|11|滴滴|快速|滴滴特快|19.69|
|12|滴滴|快速|滴滴优享|20.05|
|13|滴滴|快速|滴滴快车|20.06|
|14|滴滴|快速|宽敞好车|21.95|
|15|滴滴|快速|方舟行|22.11|
|16|滴滴|舒适|滴滴专车|32.32|
|17|滴滴|舒适|滴滴豪华车|32.46|
|18|滴滴|六座|六座专车|46.09|
|19|滴滴|六座|六座豪华车|47.94|","4,5","拼车|特价拼车,拼车|极速拼车","[{""app"": ""滴滴"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 10, ""price_max"": 10, ""fast"": False}]",滴滴,,滴滴,拼车,,拼车,无,,无,True,,True,18,,18,18,,18,1.105291605,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",拼车,无,,拼个车去徐家汇，用滴滴，18块左右。
Qwen2.5-32B-Instruct,拼个车去武林广场。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|45-48|
|1|高德地图|     |特惠快车|49-50|
|2|高德地图|经济型|腾飞出行|53|
|3|高德地图|经济型|旗妙出行|53|
|4|高德地图|经济型|曹操出行|54|
|5|高德地图|经济型|飞嘀打车|54|
|6|高德地图|经济型|聚的新出租|54|
|7|高德地图|经济型|阳光出行|54|
|8|高德地图|经济型|有序出行|55|
|9|高德地图|经济型|365约车|56|
|10|高德地图|经济型|北京的士|56|
|11|高德地图|经济型|易至出行|57|
|12|高德地图|特快车|超值体验 更快上车|61|
|13|高德地图|出租车|车多应答快|69|
|14|高德地图|优享型|腾飞出行|73|
|15|高德地图|优享型|旗妙出行|73|
|16|高德地图|优享型|全民GO|73|
|17|高德地图|优享型|火箭出行|73|
|18|高德地图|优享型|风韵出行|73|
|19|高德地图|优享型|及时用车|73|
|20|高德地图|优享型|AA出行|74|
|21|高德地图|优享型|妥妥E行|74|
|22|高德地图|优享型|飞嘀打车|74|
|23|高德地图|优享型|首汽约车|75|
|24|高德地图|优享型|神州专车|75|
|25|高德地图|优享型|阳光出行|76|
|26|高德地图|优享型|东潮出行|76|
|27|高德地图|优享型|环旅出行|76|
|28|高德地图|轻享专车|静音不打扰 整洁无异味|81|
|29|高德地图|品质专车|静音不打扰 整洁无异味|91|
|30|高德地图|六座商务|宽敞空间 商务体验|98|
|31|高德地图|豪华型|车型高端 服务专业|110|
|32|高德地图|经济|首汽约车|119|
|33|高德地图|拼车|出租车拼车|133|
|34|高德地图|特价出发|更多特价|142|
|35|高德地图|快速出发|无|159|
|36|高德地图|惠享专车|曹操出行|176|
|37|高德地图|推荐|极速拼车|192|
|38|高德地图|推荐|推荐专车|194|
|39|高德地图|豪华型|undefined|127-128|","0,33,37","     |极速拼车,拼车|出租车拼车,推荐|极速拼车","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,拼车,,拼车,无,极速拼车,极速拼车,False,,False,0,,0,0,,0,1.064378023,直接命中车小类关键字但answer中没有或错误,,杨丽丽,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'AA出行'}, {'优享型': '东潮出行'}, {'优享型': '全民GO'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '旗妙出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '腾飞出行'}, {'优享型': '阳光出行'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '曹操出行'}, {'拼车': '出租车拼车'}, {'推荐': '推荐专车'}, {'推荐': '极速拼车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': '北京的士'}, {'经济型': '旗妙出行'}, {'经济型': '易至出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '聚的新出租'}, {'经济型': '腾飞出行'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",拼车,极速拼车,,拼个车去武林广场。
Qwen2.5-32B-Instruct,拼个车去西湖，预算不超过88元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|49-49|
|1|高德地图|     |特惠快车|52-54|
|2|高德地图|经济型|旗妙出行|57|
|3|高德地图|经济型|日初出行|57|
|4|高德地图|经济型|妥妥E行|57|
|5|高德地图|经济型|及时用车|57|
|6|高德地图|经济型|AA出行|58|
|7|高德地图|经济型|曹操出行|58|
|8|高德地图|经济型|如祺出行|59|
|9|高德地图|经济型|首汽约车|60|
|10|高德地图|经济型|方舟行|60|
|11|高德地图|经济型|阳光出行|60|
|12|高德地图|经济型|有序出行|60|
|13|高德地图|特快车|超值体验 更快上车|65|
|14|高德地图|出租车|车多应答快|71|
|15|高德地图|优享型|添猫出行|77|
|16|高德地图|优享型|全民GO|77|
|17|高德地图|优享型|享道出行|78|
|18|高德地图|优享型|妥妥E行|78|
|19|高德地图|优享型|风韵出行|79|
|20|高德地图|优享型|曹操出行|79|
|21|高德地图|优享型|阳光出行|80|
|22|高德地图|优享型|东潮出行|80|
|23|高德地图|优享型|神州专车|81|
|24|高德地图|优享型|中交出行|81|
|25|高德地图|轻享专车|静音不打扰 整洁无异味|88|
|26|高德地图|品质专车|静音不打扰 整洁无异味|95|
|27|高德地图|六座商务|宽敞空间 商务体验|105|
|28|高德地图|豪华型|车型高端 服务专业|118|
|29|高德地图|经济|首汽约车|127|
|30|高德地图|拼车|特惠快车|140|
|31|高德地图|拼车|出租车拼车|140|
|32|高德地图|特价出发|惊喜特价|157|
|33|高德地图|快速出发|无|171|
|34|高德地图|惠享专车|及时用车|188|
|35|高德地图|惠享专车|T3出行|188|
|36|高德地图|推荐|极速拼车|205|
|37|高德地图|推荐|推荐专车|207|
|38|高德地图|豪华型|undefined|135-137|","0,30,31,36","     |极速拼车,拼车|特惠快车,拼车|出租车拼车,推荐|极速拼车","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 10, ""fast"": False}]",无,,无,拼车,,拼车,无,极速拼车,极速拼车,True,,True,0,,0,88,,88,1.098178864,直接命中车小类关键字但answer中没有或错误,,杨丽丽,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '享道出行'}, {'优享型': '全民GO'}, {'优享型': '妥妥E行'}, {'优享型': '曹操出行'}, {'优享型': '添猫出行'}, {'优享型': '神州专车'}, {'优享型': '阳光出行'}, {'优享型': '风韵出行'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': 'T3出行'}, {'惠享专车': '及时用车'}, {'拼车': '出租车拼车'}, {'拼车': '特惠快车'}, {'推荐': '推荐专车'}, {'推荐': '极速拼车'}, {'特价出发': '惊喜特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': 'AA出行'}, {'经济型': '及时用车'}, {'经济型': '如祺出行'}, {'经济型': '妥妥E行'}, {'经济型': '方舟行'}, {'经济型': '旗妙出行'}, {'经济型': '日初出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '阳光出行'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",拼车,极速拼车,,拼个车去西湖，预算不超过88元。
Qwen2.5-32B-Instruct,拼个车去朝阳公园，不超45元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|26-27|
|1|高德地图|     |特惠快车|29-31|
|2|高德地图|经济型|腾飞出行|32|
|3|高德地图|经济型|旅程出租|32|
|4|高德地图|经济型|J刻出行|32|
|5|高德地图|经济型|全民GO|33|
|6|高德地图|经济型|日初出行|33|
|7|高德地图|经济型|及时用车|33|
|8|高德地图|经济型|AA出行|34|
|9|高德地图|经济型|飞嘀打车|34|
|10|高德地图|经济型|斑马快跑|34|
|11|高德地图|经济型|奇华出行|35|
|12|高德地图|经济型|阳光出行|35|
|13|高德地图|经济型|神州专车|35|
|14|高德地图|经济型|365约车|36|
|15|高德地图|经济型|国泰出租|36|
|16|高德地图|经济型|聚的新出租|36|
|17|高德地图|特快车|超值体验 更快上车|38|
|18|高德地图|出租车|车多应答快|41|
|19|高德地图|优享型|腾飞出行|44|
|20|高德地图|优享型|添猫出行|44|
|21|高德地图|优享型|旗妙出行|44|
|22|高德地图|优享型|妥妥E行|44|
|23|高德地图|优享型|火箭出行|44|
|24|高德地图|优享型|风韵出行|45|
|25|高德地图|优享型|飞嘀打车|46|
|26|高德地图|优享型|首汽约车|47|
|27|高德地图|优享型|斑马快跑|47|
|28|高德地图|优享型|阳光出行|47|
|29|高德地图|优享型|T3出行|48|
|30|高德地图|优享型|东潮出行|48|
|31|高德地图|优享型|环旅出行|48|
|32|高德地图|轻享专车|静音不打扰 整洁无异味|52|
|33|高德地图|品质专车|静音不打扰 整洁无异味|56|
|34|高德地图|六座商务|宽敞空间 商务体验|59|
|35|高德地图|豪华型|车型高端 服务专业|69|
|36|高德地图|经济|首汽约车|74|
|37|高德地图|拼车|特惠快车|80|
|38|高德地图|特价出发|惊喜特价|91|
|39|高德地图|快速出发|无|99|
