query,车辆候选列表,answer,app,正确答案,category,category正确答案,mode,mode正确答案,price,price_min,price_max,think_time,问题,备注,标注人,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,_vehicle_pairs,_history,_query,_gt_category,_gt_mode,_gt_full_match
用高德打个聚优出租去创新大厦，价格不超过80元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|35|高德地图|轻享专车|静音不打扰 整洁无异味|95|
|36|高德地图|品质专车|静音不打扰 整洁无异味|106|
|37|高德地图|六座商务|宽敞空间 商务体验|113|
|38|高德地图|豪华型|车型高端 服务专业|129|
|39|高德地图|经济|首汽约车|140|
|40|高德地图|拼车|特惠快车|152|
|41|高德地图|特价出发|更多特价|167|
|42|高德地图|特价出发|惊喜特价|169|
|43|高德地图|快速出发|无|184|
|44|高德地图|惠享专车|曹操出行|204|
|45|高德地图|推荐|极速拼车|226|
|46|高德地图|豪华型|undefined|143-144|","[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""聚的"", ""price"": True, ""price_min"": 0, ""price_max"": 200, ""fast"": False}]",无,,出租车,无,聚的,"聚的出租车,鞍马聚的-高档出租车",True,0,200,33.64258957,直接命中车小类关键字但answer中没有或错误,,顾存虹,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""AA出行""}, {""优享型"": ""东潮出行""}, {""优享型"": ""妥妥E行""}, {""优享型"": ""斑马快跑""}, {""优享型"": ""旅程专车""}, {""优享型"": ""旗妙出行""}, {""优享型"": ""星徽出行""}, {""优享型"": ""火箭出行""}, {""优享型"": ""环旅出行""}, {""优享型"": ""腾飞出行""}, {""优享型"": ""风韵出行""}, {""优享型"": ""飞嘀打车""}, {""优享型"": ""首汽约车""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""鞍马聚的-高档出租车""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""曹操出行""}, {""拼车"": ""特惠快车""}, {""推荐"": ""极速拼车""}, {""特价出发"": ""惊喜特价""}, {""特价出发"": ""更多特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""365约车""}, {""经济型"": ""5U出行""}, {""经济型"": ""AA出行""}, {""经济型"": ""J刻出行""}, {""经济型"": ""中交出行""}, {""经济型"": ""全民GO""}, {""经济型"": ""及时用车""}, {""经济型"": ""旗妙出行""}, {""经济型"": ""星徽出行""}, {""经济型"": ""曹操出行""}, {""经济型"": ""橄榄新出租""}, {""经济型"": ""深圳出租""}, {""经济型"": ""添猫出行""}, {""经济型"": ""渔阳出行""}, {""经济型"": ""环旅出行""}, {""经济型"": ""聚优出行""}, {""经济型"": ""聚的出租车""}, {""经济型"": ""迪尔出行""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,用聚的出租车去上海吴淞口国际邮轮港，价格不超过200。,出租车,"聚的出租车,鞍马聚的-高档出租车",
帮我叫个车去上海滨江大道，用聚的出租车，价格不限。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|58-60|
|1|高德地图|     |特惠快车|66-67|
|2|高德地图|经济型|南京出租|71|
|3|高德地图|经济型|易至出行|71|
|4|高德地图|经济型|鞍马出行|71|
|5|高德地图|经济型|享道出行|71|
|6|高德地图|经济型|鞍马聚的新出租|72|
|7|高德地图|经济型|聚的出租车|72|
|8|高德地图|经济型|日初出行|72|
|9|高德地图|经济型|全民GO|72|
|10|高德地图|经济型|渔阳出行|72|
|11|高德地图|经济型|环旅出行|72|
|12|高德地图|经济型|妥妥E行|73|
|13|高德地图|经济型|旗妙出行|73|
|14|高德地图|经济型|斑马快跑|73|
|15|高德地图|经济型|有序出行|73|
|16|高德地图|经济型|AA出行|74|
|17|高德地图|经济型|迪尔出行|74|
|18|高德地图|经济型|365约车|74|
|19|高德地图|经济型|聚的新出租|74|
|20|高德地图|经济型|风韵出行|74|
|21|高德地图|经济型|国泰出租|74|
|22|高德地图|经济型|曹操出行|75|
|23|高德地图|经济型|及时用车|75|
|24|高德地图|经济型|飞嘀打车|75|
|25|高德地图|特快车|超值体验 更快上车|78|
|26|高德地图|出租车|车多应答快|88|
|27|高德地图|优享型|妥妥E行|95|
|28|高德地图|优享型|旅程专车|95|
|29|高德地图|优享型|腾飞出行|95|
|30|高德地图|优享型|T3出行|96|
|31|高德地图|优享型|曹操出行|96|
|32|高德地图|优享型|火箭出行|96|
|33|高德地图|优享型|及时用车|97|
|34|高德地图|优享型|享道出行|97|
|35|高德地图|优享型|旗妙出行|97|
|36|高德地图|优享型|斑马快跑|98|
|37|高德地图|优享型|中交出行|98|
|38|高德地图|优享型|优e出行特选|98|
|39|高德地图|轻享专车|静音不打扰 整洁无异味|109|
|40|高德地图|品质专车|静音不打扰 整洁无异味|118|
|41|高德地图|六座商务|宽敞空间 商务体验|128|
|42|高德地图|豪华型|车型高端 服务专业|143|
|43|高德地图|经济|首汽约车|158|
|44|高德地图|拼车|特惠快车|171|
|45|高德地图|特价出发|惊喜特价|190|
|46|高德地图|快速出发|无|208|
|47|高德地图|惠享专车|精选车型 优质司机|227|
|48|高德地图|惠享专车|神州专车|227|
|49|高德地图|推荐|特惠快车|252|
|50|高德地图|豪华型|undefined|159-161|","[{""app"": ""聚的"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100000, ""fast"": False}]",聚的,无,出租车,无,无,"鞍马聚的新出租,聚的出租车,聚的新出租",True,0,100000,11.02592754,直接命中车小类关键字但answer中没有或错误,,顾存虹,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""T3出行""}, {""优享型"": ""中交出行""}, {""优享型"": ""享道出行""}, {""优享型"": ""优e出行特选""}, {""优享型"": ""及时用车""}, {""优享型"": ""妥妥E行""}, {""优享型"": ""斑马快跑""}, {""优享型"": ""旅程专车""}, {""优享型"": ""旗妙出行""}, {""优享型"": ""曹操出行""}, {""优享型"": ""火箭出行""}, {""优享型"": ""腾飞出行""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""车多应答快""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""神州专车""}, {""惠享专车"": ""精选车型 优质司机""}, {""拼车"": ""特惠快车""}, {""推荐"": ""特惠快车""}, {""特价出发"": ""惊喜特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""365约车""}, {""经济型"": ""AA出行""}, {""经济型"": ""享道出行""}, {""经济型"": ""全民GO""}, {""经济型"": ""南京出租""}, {""经济型"": ""及时用车""}, {""经济型"": ""国泰出租""}, {""经济型"": ""妥妥E行""}, {""经济型"": ""斑马快跑""}, {""经济型"": ""旗妙出行""}, {""经济型"": ""日初出行""}, {""经济型"": ""易至出行""}, {""经济型"": ""曹操出行""}, {""经济型"": ""有序出行""}, {""经济型"": ""渔阳出行""}, {""经济型"": ""环旅出行""}, {""经济型"": ""聚的出租车""}, {""经济型"": ""聚的新出租""}, {""经济型"": ""迪尔出行""}, {""经济型"": ""鞍马出行""}, {""经济型"": ""鞍马聚的新出租""}, {""经济型"": ""风韵出行""}, {""经济型"": ""飞嘀打车""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,帮我叫个车去上海滨江大道，用聚的出租车，价格不限。,出租车,"鞍马聚的新出租,聚的出租车,聚的新出租",
用高德，准备去上海东方体育中心，用聚的出租车。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|50-53|
|1|高德地图|     |特惠快车|55-56|
|2|高德地图|经济型|易至出行|59|
|3|高德地图|经济型|鞍马聚的新出租|59|
|4|高德地图|经济型|聚的出租车|59|
|5|高德地图|经济型|渔阳出行|59|
|6|高德地图|经济型|添猫出行|59|
|7|高德地图|经济型|环旅出行|59|
|8|高德地图|经济型|妥妥E行|59|
|9|高德地图|经济型|叮叮出行|59|
|10|高德地图|经济型|K9用车|60|
|11|高德地图|经济型|有序出行|61|
|12|高德地图|经济型|东潮出行|61|
|13|高德地图|经济型|斑马快跑|61|
|14|高德地图|经济型|星徽出行|62|
|15|高德地图|经济型|方舟行|62|
|16|高德地图|经济型|聚的新出租|62|
|17|高德地图|经济型|中军出行|63|
|18|高德地图|经济型|曹操出行|63|
|19|高德地图|经济型|飞嘀打车|63|
|20|高德地图|经济型|如祺出行|63|
|21|高德地图|经济型|聚优出租|63|
|22|高德地图|特快车|超值体验 更快上车|65|
|23|高德地图|出租车|车多应答快|73|
|24|高德地图|优享型|星徽出行|79|
|25|高德地图|优享型|旅程专车|79|
|26|高德地图|优享型|曹操出行|80|
|27|高德地图|优享型|火箭出行|80|
|28|高德地图|优享型|及时用车|80|
|29|高德地图|优享型|旗妙出行|81|
|30|高德地图|优享型|斑马快跑|82|
|31|高德地图|优享型|神州专车|82|
|32|高德地图|优享型|AA出行|82|
|33|高德地图|优享型|飞嘀打车|83|
|34|高德地图|优享型|优e出行特选|83|
|35|高德地图|优享型|首汽约车|83|
|36|高德地图|优享型|添猫出行|83|
|37|高德地图|优享型|环旅出行|83|
|38|高德地图|优享型|阳光出行|83|
|39|高德地图|轻享专车|静音不打扰 整洁无异味|89|
|40|高德地图|品质专车|静音不打扰 整洁无异味|96|
|41|高德地图|六座商务|宽敞空间 商务体验|110|
|42|高德地图|豪华型|车型高端 服务专业|117|
|43|高德地图|经济|首汽约车|132|
|44|高德地图|拼车|出租车拼车|145|
|45|高德地图|特价出发|惊喜特价|160|
|46|高德地图|快速出发|无|176|
|47|高德地图|惠享专车|及时用车|193|
|48|高德地图|推荐|推荐专车|210|
|49|高德地图|推荐|特惠快车|211|
|50|高德地图|豪华型|undefined|137-141|","[{""app"": ""高德"", ""category"": ""出租车"", ""mode"": ""聚的"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",高德,,出租车,无,聚的,"鞍马聚的新出租,聚的出租车,聚的新出租",False,0,0,10.97058296,直接命中车小类关键字但answer中没有或错误,,顾存虹,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""AA出行""}, {""优享型"": ""优e出行特选""}, {""优享型"": ""及时用车""}, {""优享型"": ""斑马快跑""}, {""优享型"": ""旅程专车""}, {""优享型"": ""旗妙出行""}, {""优享型"": ""星徽出行""}, {""优享型"": ""曹操出行""}, {""优享型"": ""添猫出行""}, {""优享型"": ""火箭出行""}, {""优享型"": ""环旅出行""}, {""优享型"": ""神州专车""}, {""优享型"": ""阳光出行""}, {""优享型"": ""飞嘀打车""}, {""优享型"": ""首汽约车""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""车多应答快""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""及时用车""}, {""拼车"": ""出租车拼车""}, {""推荐"": ""推荐专车""}, {""推荐"": ""特惠快车""}, {""特价出发"": ""惊喜特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""K9用车""}, {""经济型"": ""东潮出行""}, {""经济型"": ""中军出行""}, {""经济型"": ""叮叮出行""}, {""经济型"": ""如祺出行""}, {""经济型"": ""妥妥E行""}, {""经济型"": ""斑马快跑""}, {""经济型"": ""方舟行""}, {""经济型"": ""易至出行""}, {""经济型"": ""星徽出行""}, {""经济型"": ""曹操出行""}, {""经济型"": ""有序出行""}, {""经济型"": ""添猫出行""}, {""经济型"": ""渔阳出行""}, {""经济型"": ""环旅出行""}, {""经济型"": ""聚优出租""}, {""经济型"": ""聚的出租车""}, {""经济型"": ""聚的新出租""}, {""经济型"": ""鞍马聚的新出租""}, {""经济型"": ""飞嘀打车""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,用高德，准备去上海东方体育中心，用聚的出租车。,出租车,"鞍马聚的新出租,聚的出租车,聚的新出租",
打个聚的出租车去上海徐汇滨江，价格在50左右。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|57-57|
|1|高德地图|     |特惠快车|63-64|
|2|高德地图|经济型|南京出租|68|
|3|高德地图|经济型|易至出行|68|
|4|高德地图|经济型|鞍马出行|68|
|5|高德地图|经济型|鞍马聚的新出租|69|
|6|高德地图|经济型|聚的出租车|69|
|7|高德地图|经济型|日初出行|69|
|8|高德地图|经济型|中交出行|69|
|9|高德地图|经济型|渔阳出行|69|
|10|高德地图|经济型|深圳出租|69|
|11|高德地图|经济型|环旅出行|69|
|12|高德地图|经济型|K9用车|69|
|13|高德地图|经济型|斑马快跑|70|
|14|高德地图|经济型|神州专车|70|
|15|高德地图|经济型|东潮出行|70|
|16|高德地图|经济型|奇华出行|70|
|17|高德地图|经济型|900出行|70|
|18|高德地图|经济型|橄榄新出租|70|
|19|高德地图|经济型|北京的士|70|
|20|高德地图|经济型|365约车|70|
|21|高德地图|经济型|有滴出行|71|
|22|高德地图|经济型|风韵出行|71|
|23|高德地图|经济型|曹操出行|72|
|24|高德地图|特快车|超值体验 更快上车|78|
|25|高德地图|出租车|鞍马聚的-高档出租车|86|
|26|高德地图|优享型|中交出行|91|
|27|高德地图|优享型|风韵出行|91|
|28|高德地图|优享型|享道出行|92|
|29|高德地图|优享型|及时用车|92|
|30|高德地图|优享型|旗妙出行|93|
|31|高德地图|优享型|AA出行|93|
|32|高德地图|优享型|全民GO|93|
|33|高德地图|优享型|优e出行特选|94|
|34|高德地图|优享型|首汽约车|94|
|35|高德地图|优享型|环旅出行|95|
|36|高德地图|优享型|阳光出行|95|
|37|高德地图|轻享专车|静音不打扰 整洁无异味|103|
|38|高德地图|品质专车|静音不打扰 整洁无异味|113|
|39|高德地图|六座商务|宽敞空间 商务体验|126|
|40|高德地图|豪华型|车型高端 服务专业|135|
|41|高德地图|经济|首汽约车|153|
|42|高德地图|拼车|特惠快车|167|
|43|高德地图|特价出发|更多特价|182|
|44|高德地图|快速出发|无|200|
|45|高德地图|惠享专车|精选车型 优质司机|222|
|46|高德地图|惠享专车|添猫出行|223|
|47|高德地图|推荐|特惠快车|245|
|48|高德地图|豪华型|undefined|157-160|","[{""app"": ""聚的"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": True, ""price_min"": 50, ""price_max"": 50, ""fast"": False}]",聚的,无,出租车,无,无,"鞍马聚的新出租,聚的出租车,鞍马聚的-高档出租车",True,50,50,7.776365042,直接命中车小类关键字但answer中没有或错误,,顾存虹,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""AA出行""}, {""优享型"": ""中交出行""}, {""优享型"": ""享道出行""}, {""优享型"": ""优e出行特选""}, {""优享型"": ""全民GO""}, {""优享型"": ""及时用车""}, {""优享型"": ""旗妙出行""}, {""优享型"": ""环旅出行""}, {""优享型"": ""阳光出行""}, {""优享型"": ""风韵出行""}, {""优享型"": ""首汽约车""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""鞍马聚的-高档出租车""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""添猫出行""}, {""惠享专车"": ""精选车型 优质司机""}, {""拼车"": ""特惠快车""}, {""推荐"": ""特惠快车""}, {""特价出发"": ""更多特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""365约车""}, {""经济型"": ""900出行""}, {""经济型"": ""K9用车""}, {""经济型"": ""东潮出行""}, {""经济型"": ""中交出行""}, {""经济型"": ""北京的士""}, {""经济型"": ""南京出租""}, {""经济型"": ""奇华出行""}, {""经济型"": ""斑马快跑""}, {""经济型"": ""日初出行""}, {""经济型"": ""易至出行""}, {""经济型"": ""曹操出行""}, {""经济型"": ""有滴出行""}, {""经济型"": ""橄榄新出租""}, {""经济型"": ""深圳出租""}, {""经济型"": ""渔阳出行""}, {""经济型"": ""环旅出行""}, {""经济型"": ""神州专车""}, {""经济型"": ""聚的出租车""}, {""经济型"": ""鞍马出行""}, {""经济型"": ""鞍马聚的新出租""}, {""经济型"": ""风韵出行""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,打个聚的出租车去上海徐汇滨江，价格在50左右。,出租车,"鞍马聚的新出租,聚的出租车,鞍马聚的-高档出租车",
