query,车型大类列表,车辆类型列表,车型大类,车辆类型,大类正确答案,小类正确答案
打车去鼓楼医院,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['特价，快速，舒适出发，六座，特惠快车，经济，特快车，出租'],['花小猪外接版，特惠快车，滴滴快车，特快出租车，滴滴专车，滴滴豪华车，六座专车，365约车，聚优出租，特快车，出租车'],['特价，快速，舒适出发，六座，特惠快车，经济，特快车，出租'],['花小猪外接版，特惠快车，滴滴快车，特快出租车，滴滴专车，滴滴豪华车，六座专车，365约车，聚优出租，特快车，出租车']
给我叫辆出租车,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['出租'],['特快出租车，聚优出租，出租车'],['出租'],['特快出租车，聚优出租，出租车']
从天津之眼打车到滨海国际机场,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],[],[],[]
在青岛五四广场打车去崂山景区,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['特价，特惠快车，特价拼车，经济'],['特价拼车，特惠快车'],['特价，特惠快车，经济，特价拼车'],['特价拼车，特惠快车']
郑州东站到国际会展中心打车,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],[],[],[]
合肥政务区打车到新桥机场,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],['滴滴豪华车'],[],['滴滴豪华车']
宁波老外滩到舟山跨海大桥,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],[],[],[]
福州三坊七巷到长乐机场,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],['滴滴专车，六座专车'],[],[]
打车去滇池,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],[],['拼车，特价，快速，舒适出发，六座，特惠快车，经济，特快车，出租，特价拼车'],['特价拼车，极速拼车，花小猪外接版，特惠快车，滴滴快车，特快出租车，滴滴专车，六座专车，365约车，聚优出租，特快车，出租车']
打车去滕王阁,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['拼车，特价拼车'],['特价拼车，极速拼车'],['拼车，特价拼车'],['特价拼车，极速拼车']
沈阳故宫到桃仙机场,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],[],[],[]
石家庄正定古城打车去正定机场,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],[],[],[]
打车到哈尔滨中央大街,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['特价、拼车、舒适出发、特惠快车、特快车、六座、经济、出租、特价拼车'],['特价拼车、极速拼车、特惠快车、滴滴快车、特快出租车、特快车、滴滴专车、滴滴豪华车、六座专车、花小猪外接版、聚优出租、出租车'],['拼车，特价，舒适出发，六座，经济，出租，特价拼车'],['特价拼车，极速拼车，花小猪外接版，滴滴专车，滴滴豪华车，六座专车，365约车，聚优出租，出租车，特价拼车']
海口骑楼老街到美兰机场,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],[],[],[]
打车到乌鲁木齐国际大巴扎,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['舒适出发'],[],['舒适出发'],[]
拼车去玄武湖,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['拼车，特价拼车'],['特价拼车，极速拼车'],['拼车，特价拼车'],['特价拼车，极速拼车']
要一辆中高端的七座MPV去雨花客厅,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],[],[],[]
拼车去玄武湖,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['拼车，特价拼车'],['特价拼车，极速拼车'],['拼车，特价拼车'],['特价拼车，极速拼车']
打一辆快车去公司,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['快速，特惠快车，特快车'],['特惠快车，特快出租车，滴滴快车，特快车'],['快速，特惠快车，特快车'],['特惠快车，滴滴快车，特快出租车，特快车']
需要一辆快车,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['快速，特惠快车，特快车'],['特惠快车，滴滴快车，特快出租车，特快车'],['快速，特惠快车，特快车'],['特惠快车，滴滴快车，特快出租车，特快车']
拼车去金牛湖,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['拼车，特价拼车'],['特价拼车，极速拼车'],['拼车，特价拼车'],['特价拼车，极速拼车']
打一辆车租车去百家湖小学,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['出租'],['特快出租车，聚优出租，出租车'],['出租'],['特快出租车，聚优出租，出租车']
从南京紫金山到南京牛首山,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],[],[],[]
打车去南京河海大学,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],['滴滴豪华车'],[],['滴滴豪华车']
打车去公司,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],[],[],[]
打一辆豪华专车回家,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",[],['滴滴豪华车'],[],[]
打车去六角广场,"['经济', '出租', '特价拼车', '特惠快车', '快速', '舒适出发', '特快车', '拼车', '特价', '六座']","['滴滴豪华车', '聚优出租', '出租车', '特惠快车', '六座专车', '花小猪外接版', '特快车', '365约车', '特快出租车', '滴滴快车', '滴滴专车', '极速拼车', '特价拼车']",['特价，快速，舒适出发，六座，经济，特惠快车，特快车，出租'],['花小猪外接版，特惠快车，滴滴快车，特快出租车，滴滴专车，滴滴豪华车，六座专车，365约车，聚优出租，特快车，出租车'],['特价，快速，舒适出发，六座，特惠快车，经济，特快车，出租'],['花小猪外接版，特惠快车，滴滴快车，特快出租车，滴滴专车，滴滴豪华车，六座专车，365约车，聚优出租，特快车，出租车']
